,연도,선수이름,팀명,포지션,경기수,선발경기,이닝,실책,견제사,자살,보살,병살,수비율,포일,도루허용,도루저지,도루저지율,타율,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이
1317,2018,김상수,삼성,유격수,120,120,989.0,16,0,164,288,68,0.966,0,0,0,0.0,0.263,499,453,63,119,13,1,10,164,50,8,3
1326,2018,강한울,삼성,유격수,2,0,3.0,0,0,0,0,0,0.0,0,0,0,0.0,0.259,209,193,20,50,5,2,0,59,8,3,0
1329,2018,김성훈,삼성,유격수,46,17,225.33333333333331,1,0,42,71,19,0.991,0,0,0,0.0,0.243,212,185,24,45,9,3,0,60,24,3,2
1344,2018,김호재,삼성,유격수,6,2,21.0,2,0,3,2,1,0.7140000000000001,0,0,0,0.0,0.16699999999999998,7,6,1,1,0,0,0,1,0,1,0
1346,2018,정병곤,삼성,유격수,6,5,42.0,0,0,5,12,4,1.0,0,0,0,0.0,0.067,16,15,1,1,0,0,0,1,2,0,1
1350,2018,김재현,삼성,유격수,2,0,3.0,0,0,0,1,1,1.0,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0
1351,2018,하주석,한화,유격수,141,132,1142.6666666666667,18,0,194,348,80,0.968,0,0,0,0.0,0.254,517,484,67,123,20,3,9,176,52,1,0
1360,2018,정은원,한화,유격수,23,4,57.0,1,0,12,18,4,0.968,0,0,0,0.0,0.249,227,201,33,50,5,3,4,73,20,2,1
1365,2018,강경학,한화,유격수,6,5,42.66666666666666,1,0,10,13,2,0.958,0,0,0,0.0,0.278,289,245,42,68,11,1,5,96,27,1,1
1393,2018,김선빈,KIA,유격수,126,115,962.0,12,0,163,293,62,0.9740000000000001,0,0,0,0.0,0.295,492,424,73,125,17,2,4,158,49,6,5
1412,2018,최원준,KIA,유격수,35,24,205.0,3,0,43,55,20,0.97,0,0,0,0.0,0.272,331,302,46,82,14,1,4,110,32,4,1
1417,2018,황윤호,KIA,유격수,35,5,101.66666666666669,1,0,19,38,13,0.983,0,0,0,0.0,0.158,62,57,11,9,1,0,0,10,4,2,0
1442,2018,심우준,KT,유격수,114,92,793.0,13,0,174,270,72,0.972,0,0,0,0.0,0.259,403,367,49,95,23,3,4,136,29,11,1
1446,2018,박기혁,KT,유격수,73,38,361.0,3,0,56,124,31,0.9840000000000001,0,0,0,0.0,0.214,196,173,17,37,6,0,1,46,15,5,3
1456,2018,정현,KT,유격수,20,14,116.33333333333331,6,0,18,31,5,0.8909999999999999,0,0,0,0.0,0.265,132,117,16,31,7,0,2,44,9,6,0
1473,2018,오지환,LG,유격수,143,142,1198.6666666666667,24,0,211,409,74,0.963,0,0,0,0.0,0.278,617,533,93,148,26,2,11,211,71,12,6
1494,2018,윤진호,LG,유격수,26,0,51.0,1,0,11,12,1,0.958,0,0,0,0.0,0.20800000000000002,61,53,13,11,3,0,0,14,4,4,0
1507,2018,백승현,LG,유격수,4,2,19.0,0,0,4,5,0,1.0,0,0,0,0.0,0.25,8,8,1,2,0,0,0,2,1,0,0
1517,2018,노진혁,NC,유격수,71,48,437.66666666666674,6,0,65,142,27,0.972,0,0,0,0.0,0.28300000000000003,458,420,52,119,21,4,11,181,42,1,2
1519,2018,손시헌,NC,유격수,66,49,391.33333333333326,3,0,83,125,30,0.986,0,0,0,0.0,0.188,150,128,12,24,4,0,2,34,14,1,1
1527,2018,김찬형,NC,유격수,47,30,269.0,5,0,41,81,21,0.961,0,0,0,0.0,0.23199999999999998,160,142,24,33,5,0,1,41,9,1,1
1531,2018,지석훈,NC,유격수,35,16,142.66666666666666,2,0,24,48,15,0.973,0,0,0,0.0,0.18100000000000002,105,94,9,17,2,0,1,22,8,0,3
1556,2018,김성현,SK,유격수,48,45,355.0,9,0,51,112,27,0.948,0,0,0,0.0,0.27699999999999997,462,415,51,115,19,1,4,148,55,6,3
1559,2018,나주환,SK,유격수,80,70,590.6666666666666,11,0,93,192,41,0.963,0,0,0,0.0,0.262,420,362,54,95,24,0,12,155,56,13,2
1572,2018,박성한,SK,유격수,37,13,156.66666666666666,6,0,26,57,11,0.9329999999999999,0,0,0,0.0,0.135,59,52,3,7,1,0,0,8,2,0,0
1573,2018,박승욱,SK,유격수,37,16,172.33333333333337,2,0,30,54,14,0.977,0,0,0,0.0,0.308,79,65,11,20,3,0,0,23,9,2,0
1592,2019,김재호,두산,유격수,130,116,993.3333333333335,10,0,158,339,67,0.98,0,0,0,0.0,0.268,470,377,51,101,22,0,4,135,48,8,11
1602,2019,류지혁,두산,유격수,54,26,266.0,8,0,43,77,21,0.938,0,0,0,0.0,0.25,316,276,36,69,6,2,0,79,34,6,3
1626,2019,정병곤,두산,유격수,3,2,21.0,1,0,3,7,0,0.909,0,0,0,0.0,0.185,31,27,6,5,1,0,0,6,4,0,0
1631,2019,서예일,두산,유격수,3,0,2.333333333333333,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3,3,0,0,0,0,0,0,0,0,0
1635,2019,신본기,롯데,유격수,118,108,906.6666666666665,15,0,161,272,56,0.9670000000000001,0,0,0,0.0,0.256,413,375,43,96,9,0,1,108,26,5,1
1642,2019,강로한,롯데,유격수,52,28,261.6666666666667,12,0,45,78,25,0.9109999999999999,0,0,0,0.0,0.24,306,288,38,69,15,6,4,108,25,1,1
1663,2019,문규현,롯데,유격수,14,3,34.0,1,0,6,12,3,0.9470000000000001,0,0,0,0.0,0.25,72,64,7,16,2,0,0,18,10,2,3
1669,2019,신용수,롯데,유격수,11,2,36.0,4,0,4,9,1,0.765,0,0,0,0.0,0.1,20,20,4,2,0,0,1,5,2,0,0
1673,2019,이학주,삼성,유격수,116,110,935.3333333333335,19,0,155,281,67,0.958,0,0,0,0.0,0.262,436,385,43,101,14,3,7,142,36,5,4
1684,2019,박계범,삼성,유격수,28,25,217.66666666666663,5,0,47,72,17,0.96,0,0,0,0.0,0.256,204,168,26,43,8,1,4,65,25,6,3
1689,2019,김성훈,삼성,유격수,11,3,50.33333333333334,1,0,14,13,5,0.9640000000000001,0,0,0,0.0,0.182,88,77,14,14,1,1,1,20,5,4,0
